### SHEET: Main
B2	Name
G19	MAGIC
M19	4
O19	4
AA19	0.0
AF19	0.0
AU19	0.0
AZ19	0.0
BO19	0.0
BT19	0.0
B20	Unarmed Mod
C20	0.0
D20	Unarmed DMG
E20	0/5/0 : 0/0/0
G20	ITEMS
G21	MISC
K21	Weapons & Tools
N21	Condition
S21	Resists
Y21	P
Z21	B
AA21	S
AC21	F
AD21	E
AE21	A
B22	Tech Level
K22	Left Hand
N22	Destroyed
Q22	Hard
B23	5 - Transcendent
K23	Right Hand
N23	Destroyed
Q23	Hard
A24	Skills
B26	Skills
C26	Skill Level
D26	Governing Attributes
H26	Expertise
I26	Mods
K26	Skill Check
M26	Total Mods
O26	Failed
B27	Athletics
B28	Balance
C28	1.0
D28	DEX
CON
E28	2
F28	-1
H28	None
K28	-2 Coin
M28	0
O28	NO
B29	Swim
C29	1.0
D29	STR
CON
E29	0
F29	-1
H29	None
K29	-2 Coin
M29	0
O29	NO
B30	Jump
C30	1.0
D30	STR
DEX
E30	0
F30	2
H30	None
K30	+1 Coin
M30	0
O30	NO
B31	Sneak
C31	6.0
D31	DEX
WIS
E31	2
F31	9
H31	None
K31	+3d6
M31	0
O31	NO
B32	Sleight of Hand
C32	8.0
D32	DEX
WIS
E32	2
F32	9
H32	None
K32	+3d8
M32	0
O32	NO
B33	Climb
C33	2.0
D33	STR DEX
CON
E33	0
F33	2
G33	-1
H33	None
K33	-2 Coin
M33	0
O33	NO
B34	Acrobatics
C34	0.0
D34	STR  DEX
WIS
E34	0
F34	2
G34	-1
H34	None
K34	No Skill
M34	0
O34	NO
B35	.
B36	Seduction
C36	13.0
D36	CHA
WIS
E36	5
F36	9
H36	None
K36	+6d12
M36	3
O36	NO
B37	Intimidation
C37	8.0
D37	STR
CHA
E37	0
F37	5
H37	None
K37	+1d8
M37	-3
O37	NO
B38	Negotiation
C38	12.0
D38	CHA
INT
E38	5
F38	11
H38	None
K38	+6d12
M38	3
O38	NO
B39	Deception
C39	8.0
D39	CHA
INT
E39	5
F39	11
H39	None
K39	+6d8
M39	0
O39	NO
B40	Martial Arts
B41	Knives
C41	6.0
D41	DEX
WIS
E41	2
F41	9
H41	None
K41	+3d6
M41	0
O41	NO
B42	Polearms
C42	0.0
D42	STR
DEX
E42	0
F42	2
H42	None
K42	No Skill
M42	0
O42	NO
B43	Swordsmanship
C43	0.0
D43	STR
DEX
E43	0
F43	2
H43	None
K43	No Skill
M43	0
O43	NO
B44	Firearms
C44	1.0
D44	DEX
WIS
E44	2
F44	9
H44	None
K44	+3 Coin
M44	0
O44	NO
B45	Exotic Weapons
C45	0.0
D45	DEX INT
WIS
E45	2
F45	11
G45	9
H45	None
K45	No Skill
M45	0
O45	NO
B46	Great Weapons
C46	0.0
D46	STR DEX
CON
E46	0
F46	2
G46	-1
H46	None
K46	No Skill
M46	0
O46	NO
B47	Throwing
C47	1.0
D47	STR DEX
WIS
E47	0
F47	2
G47	9
H47	None
K47	+1 Coin
M47	0
O47	NO
B48	Archery
C48	0.0
D48	STR  DEX
WIS
E48	0
F48	2
G48	9
H48	None
K48	No Skill
M48	0
O48	NO
B49	Unarmed
C49	3.0
D49	STR  DEX
CON
E49	0
F49	2
G49	-1
H49	None
K49	-2 Coin
M49	0
O49	NO
B50	Performing Arts
B51	Sing
C51	6.0
D51	CHA
WIS
E51	5
F51	9
H51	None
K51	+6d6
M51	3
O51	NO
B52	Music
C52	0.0
D52	CHA
INT
E52	5
F52	11
H52	None
K52	No Skill
M52	3
O52	NO
B53	Drama
C53	0.0
D53	DEX CHA
WIS
E53	2
F53	5
G53	9
H53	None
K53	No Skill
M53	3
O53	NO
B54	Dance
C54	0.0
D54	STR  DEX
CHA
E54	0
F54	2
G54	5
H54	None
K54	No Skill
M54	3
O54	NO
B55	Visual Arts
B56	Sculpt
C56	0.0
D56	DEX CHA
WIS
E56	2
F56	5
G56	9
H56	None
K56	No Skill
M56	0
O56	NO
B57	Paint
C57	0.0
D57	DEX CHA
WIS
E57	2
F57	5
G57	9
H57	None
K57	No Skill
M57	0
O57	NO
B58	Draw
C58	0.0
D58	DEX CHA
WIS
E58	2
F58	5
G58	9
H58	None
K58	No Skill
M58	0
O58	NO
B59	Literature
C59	10.0
D59	INT CHA
WIS
E59	5
F59	11
G59	9
H59	None
K59	+6d10
M59	0
O59	NO
B60	Photography/ Videography
C60	0.0
D60	DEX  CHA
INT
E60	2
F60	5
G60	11
H60	None
K60	No Skill
M60	0
O60	NO
B61	Social Sciences
B62	History
C62	20.0
D62	INT
WIS
E62	11
F62	9
H62	Master
K62	+12d20
M62	1
O62	NO
B63	Linguistics
C63	15.0
D63	CHA
INT
E63	5
F63	11
H63	None
K63	+6d12
M63	0
O63	NO
B64	Economics
C64	4.0
D64	INT
WIS
E64	11
F64	9
H64	None
K64	+10d4
M64	0
O64	NO
B65	Geography
C65	20.0
D65	INT
WIS
E65	11
F65	9
H65	None
K65	+10d20
M65	0
O65	NO
B66	Education
C66	10.0
D66	CHA INT
WIS
E66	5
F66	11
G66	9
H66	None
K66	+6d10
M66	0
O66	NO
B67	Psychology
C67	12.0
D67	CHA INT
WIS
E67	5
F67	11
G67	9
H67	None
K67	+6d12
M67	0
O67	NO
B68	Politics
C68	8.0
D68	CHA INT
WIS
E68	5
F68	11
G68	9
H68	None
K68	+6d8
M68	3
O68	NO
B69	Law
C69	8.0
D69	CHA
INT  WIS
E69	5
F69	11
G69	9
H69	None
K69	+6d8
M69	0
O69	NO
B70	Natural Sciences
B71	Biology
C71	12.0
D71	INT
WIS
E71	11
F71	9
H71	None
K71	+10d12
M71	0
O71	NO
B72	Geoscience
C72	6.0
D72	INT
WIS
E72	11
F72	9
H72	None
K72	+10d6
M72	0
O72	NO
B73	Chemistry
C73	12.0
D73	INT
WIS
E73	11
F73	9
H73	None
K73	+10d12
M73	0
O73	NO
B74	Physics
C74	8.0
D74	INT
WIS
E74	11
F74	9
H74	None
K74	+10d8
M74	0
O74	NO
B75	Astronomy
C75	10.0
D75	INT
WIS
E75	11
F75	9
H75	None
K75	+10d10
M75	0
O75	NO
B76	Applied Sciences
B77	Civil Engineering
C77	3.0
D77	INT
WIS
E77	11
F77	9
H77	None
K77	+10 Coin
M77	0
O77	NO
B78	Animal Husbandry
C78	3.0
D78	INT
WIS
E78	11
F78	9
H78	None
K78	+10 Coin
M78	0
O78	NO
B79	Agriculture
C79	3.0
D79	INT
WIS
E79	11
F79	9
H79	None
K79	+10 Coin
M79	0
O79	NO
B80	Electrical Engineering
C80	8.0
D80	INT
WIS
E80	11
F80	9
H80	None
K80	+10d8
M80	0
O80	NO
B81	Software Engineering
C81	3.0
D81	INT
WIS
E81	11
F81	9
H81	None
K81	+10 Coin
M81	0
O81	NO
B82	Mechanical Engineering
C82	6.0
D82	DEX INT
WIS
E82	2
F82	11
G82	9
H82	None
K82	+3d6
M82	0
O82	NO
B83	Chemical Engineering
C83	10.0
D83	CON INT
WIS
E83	-1
F83	11
G83	9
H83	None
K83	-2d10
M83	0
O83	NO
B84	Medicine
C84	12.0
D84	DEX
INT  WIS
E84	2
F84	11
G84	9
H84	None
K84	+3d12
M84	0
O84	NO
B85	Use Vehicle
B86	Sail
C86	0.0
D86	DEX
WIS
E86	2
F86	9
H86	None
K86	No Skill
M86	0
O86	NO
B87	Drive
C87	0.0
D87	DEX
WIS
E87	2
F87	9
H87	None
K87	No Skill
M87	0
O87	NO
B88	Pilot
C88	0.0
D88	DEX INT
WIS
E88	2
F88	11
G88	9
H88	None
K88	No Skill
M88	0
O88	NO
B89	Handle Animal
C89	4.0
D89	DEX CON
CHA
E89	2
F89	-1
G89	5
H89	None
K89	-2d4
M89	0
O89	NO
B90	Perception Skills
B91	Social Perception
C91	6.0
D91	CHA
WIS
E91	5
F91	9
H91	None
K91	+6d6
M91	0
O91	NO
B92	Environmental Perception
C92	3.0
D92	INT
WIS
E92	11
F92	9
H92	None
K92	+10 Coin
M92	0
O92	NO
B93	Paranormal Perception
C93	15.0
D93	CHA INT
WIS
E93	5
F93	11
G93	9
H93	None
K93	+6d12
M93	0
O93	NO
B94	Life Skills
B95	Cooking
C95	10.0
D95	CHA
WIS
E95	5
F95	9
H95	None
K95	+6d10
M95	0
O95	NO
B96	Textiles
C96	3.0
D96	DEX
INT
E96	2
F96	11
H96	None
K96	+3 Coin
M96	0
O96	NO
B97	Leadership
C97	5.0
D97	CHA INT
WIS
E97	5
F97	11
G97	9
H97	None
K97	+6d4
M97	0
O97	NO
B98	Survival
C98	3.0
D98	DEX CON
WIS
E98	2
F98	-1
G98	9
H98	None
K98	-2 Coin
M98	0
O98	NO
B99	Theory Knowledge
B100	Philosophy
C100	10.0
D100	CHA INT
WIS
E100	5
F100	11
G100	9
H100	None
K100	+6d10
M100	0
O100	NO
B101	Arcane Knowledge
C101	17.0
D101	CHA INT
WIS
E101	5
F101	11
G101	9
H101	None
K101	+6d12
M101	0
O101	NO
B102	Theology
C102	9.0
D102	CHA INT
WIS
E102	5
F102	11
G102	9
H102	None
K102	+6d8
M102	0
O102	NO
B104	Attunement
C104	Negative
E104	Catalyst
I104	Counter DR
K104	Cast Check
O104	Can Train
B105	Domains of Magic
B106	Alteration
C106	8.0
D106	+
E106	None
F106	-1
I106	+2d8
K106	-2d8
O106	NO
B107	Fortune
C107	4.0
D107	+
E107	None
F107	-1
I107	+2d4
K107	-2d4
O107	NO
Q107	Available Mana
B108	Enchantment
C108	9.0
D108	+
E108	None
F108	-1
I108	+2d8
K108	-2d8
O108	NO
Q108	Container
R108	Mana
B109	Divination
C109	8.0
D109	N
E109	None
F109	0
I109	Can't Counter
K109	+1d8
O109	NO
Q109	Body
R109	15/15
B110	Dissolution
C110	16.0
D110	N
E110	None
F110	0
I110	Can't Counter
K110	+1 d12
O110	NO
B111	Restoration
C111	2.0
D111	N
E111	None
F111	0
I111	Can't Counter
K111	+1 Coin
O111	NO
B112	Illusion
C112	7.0
D112	N
E112	None
F112	0
I112	Can't Counter
K112	+1d6
O112	NO
B113	Abjuration
C113	4.0
D113	-
E113	None
F113	1
I113	Can't Counter
K113	+2d4
O113	NO
B114	Force
C114	7.0
D114	-
E114	None
F114	1
I114	Can't Counter
K114	+2d6
O114	NO
B115	Conjuration
C115	10.0
D115	-
E115	None
F115	1
I115	Can't Counter
K115	+2d10
O115	NO
### SHEET: Inventory
C3	Inventory
O3	Exploits
B5	Sort
C5	Name
D5	Grade
E5	Range
F5	P/B/S : F/E/A
G5	Resists
H5	Material
I5	Description & Mods
J5	Value
K5	Quantity/ Uses
L5	Weight
M5	In Bag
O5	Type
P5	Name
Q5	Level
R5	Description
S5	X
B6	1.0
O6	Supernatural
P6	Eidetic Memory
Q6	Level I
B7	2.0
B8	3.0
O8	Supernatural
P8	Machine Interfacing
Q8	Level I
B9	4.0
B10	5.0
O10	Supernatural
P10	Precognition
Q10	Level I
B11	6.0
B12	7.0
O12	Combat
P12	Combat Prowess
Q12	Level II
B13	8.0
B14	9.0
O14	Combat
P14	Advanced Reflexes
Q14	Level I
B15	10.0
B16	11.0
O16	Learning
P16	Gifted
Q16	Level I
B17	12.0
B18	13.0
O18	Learning
P18	Hive Mind
Q18	Level I
B19	14.0
B20	15.0
O20	Learning
P20	Expertise at (X)
Q20	Level III
S20	History
B21	16.0
B22	17.0
O22	Negative
P22	Heart is Taken by (X)
Q22	Level I
S22	Valmir Calius
B23	18.0
B24	19.0
O24	Negative
P24	Bane (X)
Q24	Level I
S24	JEWL
B25	20.0
B26	21.0
O26	Magic
P26	Esther Conduit
Q26	Level III
B27	22.0
B28	23.0
O28	Magic
P28	Attunement (X)
Q28	Level I
S28	Negative
B29	24.0
B30	25.0
O30	Magic
P30	Battery Body
Q30	Level III
B31	26.0
B32	27.0
B33	28.0
B34	29.0
B35	30.0
B36	31.0
B37	32.0
B38	33.0
B39	34.0
K40	Total Weight
L40	0
K41	Total Value
L41	0
K42	Bag Weight
L42	0
C43	Woven Spells
B44	Sort
C44	Name
D44	Domains
E44	DR
F44	Casting Speed
G44	Targets
H44	Range
I44	Description
J44	Spell Strength
K44	Duration
L44	C/D
B45	1.0
B46	2.0
B47	3.0
B48	4.0
B49	5.0
B50	6.0
B51	7.0
B52	8.0
B53	9.0
B54	10.0
B55	11.0
B56	12.0
B57	13.0
B58	14.0
B59	15.0
B60	16.0
B61	17.0
B62	18.0
B63	19.0
B64	20.0
B65	21.0
B66	22.0
B67	23.0
B68	24.0
B69	25.0
B70	26.0
B71	27.0
B72	28.0
B73	29.0
C74	Passive Tasks
C75	Type
D75	Time
E75	Notes
C79	Root, Branches, Thorns & Blossoms
C80	Branches
E80	Thorns
I80	Blossoms
B81	Root
### SHEET: EXPLOITDATA
A1	Ancient Soul
B1	Born Evolved
C1	Death's Hand
D1	Eidetic Memory
E1	Enthralling Aura
F1	Flight
G1	Healing Factor
H1	Magic Negator (X)
I1	Precognition
J1	Proof (X)
K1	Shapeshifter
L1	The Hunger
M1	The Need for Speed
N1	They're All Going to Laugh at You!
O1	Undead
P1	Unnatural Existence
Q1	Voice of the Esther
R1	Leyline of Ascalia
S1	Iron Mind
T1	Impossible Luck
U1	Esther Locked
A3	Ancient Soul
B3	Born Evolved
C3	Death's Hand
D3	Eidetic Memory
E3	Enthralling Aura
F3	Flight
G3	Healing Factor
H3	Magic Negator (X)
I3	Precognition
J3	Proof (X)
K3	Shapeshifter
L3	The Hunger
M3	The Need for Speed
N3	They're All Going to Laugh at You!
O3	Undead
P3	Unnatural Existence
Q3	Voice of the Esther
R3	Leyline of Ascalia
S3	Iron Mind
T3	Impossible Luck
U3	Esther Locked
A5	Ancient Soul
B5	Born Evolved
C5	Death's Hand
D5	Eidetic Memory
E5	Enthralling Aura
F5	Flight
G5	Healing Factor
H5	Magic Negator (X)
I5	Precognition
J5	Proof (X)
K5	Shapeshifter
L5	The Hunger
M5	The Need for Speed
N5	They're All Going to Laugh at You!
O5	Undead
P5	Unnatural Existence
Q5	Voice of the Esther
R5	Leyline of Ascalia
S5	Iron Mind
T5	Impossible Luck
U5	Esther Locked
A7	Combat Improvision
B7	Way of the Fists
C7	Battle Momentum
D7	Battle Proficiency
E7	Brawler
F7	Combat Endurance
G7	Combat Prowess
H7	Combat Tactics
I7	Counter Combatives
J7	Destroy Guard
K7	Die Hard
L7	Dirty Fighter
M7	Disarm
N7	Double Tap... No, Triple Tap... Just Keep Shooting!
O7	Dual Wield
P7	Envigorating Rally
Q7	Fighting Flow
R7	I Am Your Shield!
S7	I Only Make Headshots
T7	Lay It All On The Line
U7	Lend Me A Hand
V7	Look, No Hands!
W7	Master Grappler
X7	Missile Command
Y7	Move Like a Butterfly
Z7	Murder-Stroke
AA7	Parry
AB7	Patience, Grasshopper!
AC7	Put A Tourniquet On That!
AD7	Quick Loading
AE7	Rapid Fists
AF7	Rhythmic Cadence
AG7	Riposte
AH7	Running Start
AI7	Shank Blitz
AJ7	Shield Bash
AK7	Shield Proficiency
AL7	Shield Up!
AM7	Sniper
AN7	Split the Arrow
AO7	Sting Like a Bee
AP7	Weaver's Bane
AQ7	Taunt
AR7	Tactical Footing
A9	Combat Improvision
B9	Way of the Fists
C9	Battle Momentum
D9	Battle Proficiency
E9	Brawler
F9	Combat Endurance
G9	Combat Prowess
H9	Combat Tactics
I9	Counter Combatives
J9	Destroy Guard
K9	Die Hard
L9	Dirty Fighter
M9	Disarm
N9	Double Tap... No, Triple Tap... Just Keep Shooting!
O9	Dual Wield
P9	Envigorating Rally
Q9	Fighting Flow
R9	I Am Your Shield!
S9	I Only Make Headshots
T9	Lay It All On The Line
U9	Lend Me A Hand
V9	Look, No Hands!
W9	Master Grappler
X9	Missile Command
Y9	Move Like a Butterfly
Z9	Murder-Stroke
AA9	Parry
AB9	Patience, Grasshopper!
AC9	Put A Tourniquet On That!
AD9	Quick Loading
AE9	Rapid Fists
AF9	Rhythmic Cadence
AG9	Riposte
AH9	Running Start
AI9	Shank Blitz
AJ9	Shield Bash
AK9	Shield Proficiency
AL9	Shield Up!
AM9	Sniper
AN9	Split the Arrow
AO9	Sting Like a Bee
AP9	Weaver's Bane
AQ9	Taunt
AR9	Tactical Footing
A11	Fast Learner
B11	Gifted
C11	Hive Mind
D11	Jack of All Trades
E11	Knowledge is Power
F11	Muscle Memory
G11	Scatterbrained
H11	Self Teacher
A13	Fast Learner
B13	Gifted
C13	Hive Mind
D13	Jack of All Trades
E13	Knowledge is Power
F13	Muscle Memory
G13	Scatterbrained
H13	Self Teacher
A15	Fast Learner
B15	Gifted
C15	Hive Mind
D15	Jack of All Trades
E15	Knowledge is Power
F15	Muscle Memory
G15	Scatterbrained
H15	Self Teacher
A17	Allergic to (X)
B17	Bad Blood with (X)
C17	Bane (X)
D17	Broken Heart
E17	Emotional Baggage
F17	Emotional Scars
G17	Emotional Torment
H17	Heart is Taken by (X)
I17	I'm Awkward
J17	Impaired Taste
K17	Karma is a Bitch
L17	Over-Thinker
M17	Silver Spoon
N17	Stagnant Vitality
O17	Static
P17	Strange Vibrations
Q17	Strange Vibrations (Partial Supression)
R17	Teetotaler
S17	That's Mine!
T17	Weak Weave Connection
A19	Allergic to (X)
B19	Bad Blood with (X)
C19	Bane (X)
D19	Broken Heart
E19	Emotional Baggage
F19	Emotional Scars
G19	Emotional Torment
H19	Heart is Taken by (X)
I19	I'm Awkward
J19	Impaired Taste
K19	Karma is a Bitch
L19	Over-Thinker
M19	Silver Spoon
N19	Stagnant Vitality
O19	Static
P19	Strange Vibrations
Q19	Strange Vibrations (Partial Supression)
R19	Teetotaler
S19	That's Mine!
T19	Weak Weave Connection
A21	Chaotic Spark
B21	Enchanted Performer
C21	Ritualist
D21	Altruistic Spark
E21	Attunement (X)
F21	Battery Body
G21	Blessed Arcana
H21	Demonic Arts
I21	Esther Conduit
J21	Feel the Esther
K21	Parsley, Sage, Rosemary, and Thyme
L21	Sacred Exchange
M21	Selfish Spark
N21	Karmic Power
O21	Don't Break My Concentration
P21	Attunement Unlocked
A23	Chaotic Spark
B23	Enchanted Performer
C23	Ritualist
D23	Altruistic Spark
E23	Attunement (X)
F23	Battery Body
G23	Blessed Arcana
H23	Demonic Arts
I23	Esther Conduit
J23	Feel the Esther
K23	Parsley, Sage, Rosemary, and Thyme
L23	Sacred Exchange
M23	Selfish Spark
N23	Karmic Power
O23	Don't Break My Concentration
P23	Attunement Unlocked
A25	Chaotic Spark
B25	Enchanted Performer
C25	Ritualist
D25	Altruistic Spark
E25	Attunement (X)
F25	Battery Body
G25	Blessed Arcana
H25	Demonic Arts
I25	Esther Conduit
J25	Feel the Esther
K25	Parsley, Sage, Rosemary, and Thyme
L25	Sacred Exchange
M25	Selfish Spark
N25	Karmic Power
O25	Don't Break My Concentration
P25	Attunement Unlocked
A27	#REF!
A29	#REF!
A31	#REF!
A33	#REF!
A35	#REF!
A37	#REF!
A39	#REF!
A41	#REF!
A43	#REF!
A45	#REF!
A47	#REF!
A49	#REF!
A51	#REF!
A53	#REF!
A55	#REF!
A57	#REF!
A59	#REF!
A61	#REF!
A63	#REF!
A65	#REF!
A67	#REF!
A69	#REF!
A71	#REF!
A73	#REF!
A75	#REF!
A77	#REF!
A79	#REF!
A81	#REF!
A83	#REF!
A85	#REF!
A87	#REF!
### SHEET: Combat
A1	Combat Improvision
B1	[Deception 5 ]
Once per combat round, at any time, you may turn a Defense token into a Basic or Magic token.
D1	[Deception 10]
Once per combat round, at any time, you may turn a Defense token into a Basic or Magic token, or you may turn a Basic or Magic token into a Defense token.
F1	[Deception 14]
Once per combat round, at any time, you may change up to three Action tokens to whatever type you want.
A2	Way of the Fists
B2	[Unarmed 10]
You may take an additional reaction action per combat round. The reaction action must be an unarmed attack.
D2	[Unarmed 15]
You may take up to two additional reaction actions per combat round. The reaction actions must be unarmed attacks.
F2	[Unarmed 20]
You may take up to two additional reaction actions per combat round. The reaction actions must be unarmed attacks. In addition, once per combat round you can make one of these reaction unarmed attacks automatically bypass one level of ar
A3	Battle Momentum
B3	[Any Melee Martial Arts Skill 6]
Successful melee attacks give you a free spontaneous 5 foot step.
D3	[Any Melee Martial Arts Skill 10]
Successful melee attacks give you a free spontaneous 10 foot step in one direction.
F3	[Any Melee Martial Arts Skill 14]
Successful melee attacks give you a free spontaneous 10 foot step in one direction. You may take a Free Spontaneous Basic action whenever you kill a creature.
A4	Battle Proficiency
B4	[Any Martial Arts Skill 6]
+1 Mod to all Martial Arts Skills
D4	[Any Martial Arts Skill 10 or STR 5]
+1 Mod to all Martial Arts Skills. Successful attacks will allow you to move the attacked creature 5 feet any any direction.
F4	[Any Martial Arts Skill 17 or DEX 6]
+1 Mod to all Martial Arts Skills. Successful attacks will allow you to move the attacked creature 5 feet any any direction. You may take a free spontaneous 5 foot step in the direction of the attacked creature.
A5	Brawler
B5	[Unarmed 4]
Unarmed Mod +2
D5	[Unarmed 9]
Unarmed Mod +4
F5	[Unarmed 14]
Unarmed Mod +4. You can add an additional +5 Bashing damage to your unarmed attacks for one round but you must remove an active defensive action. (You can only do this once per round.)
A6	Combat Endurance
B6	[Combined Athletics 10]
+2 to Virility Mod.
D6	[CON 4]
+2 to Virility Mod; +5 to Base Endurance
F6	[Survival 12]
+3 to Virility Mod; +5 to Base Endurance; +1 to Base Resist.
A7	Combat Prowess
B7	[Fought in a battle; Any Martial Arts Skill 4]
+1 APT
D7	[Any Martial Arts Skill 8]
+1 APT; +2 to Nimbleness Mod.
F7	[Any Martial Arts Skill 14]
+1 APT; +2 Nimbleness Mod. You may reroll attack rolls but you have to keep the second roll.
A8	Combat Tactics
B8	[Leadership 3; Any 3 Martial Arts Skills 4]
At the start of any battle, if unsurprised, you may skip your first round of combat. If you do, then anyone you choose who can understand you gains +2 APT during the first round of combat.
D8	[Leadership 10; WIS 3]
At the start of any battle, if unsurprised, you may skip your first round of combat. If you do, then anyone you choose who can understand you gains +2 APT for the remainder of the batte; +1 APT Mod
F8	[Leadership 15; Any 3 Martial Arts Skills 6]
At the start of any battle, if unsurprised, you may skip your first round of combat. If you do, then anyone you choose who can understand you gains +2 APT for the remainder of the batte; +1 APT Mod. You ma
A9	Counter Combatives
B9	[Any Martial Arts Skill 6]
Requires a defensive action:
If someone uses an Basic Action against you and they fail, you may counter attack (take a Free Spontaneous Basic Action against them).
D9	[Unarmed 8 or STR 5]
Requires a defensive action:
If someone uses an Basic Action against you and they fail, you may counter attack (take a Free Spontaneous Basic Action against them). With a successful counter-attack, you knock the target to the gro
F9	[Unarmed Combat 12 or STR 7]
Requires a defensive action:
If someone uses an Basic Action against you and they fail, you may counter attack (take a Free Spontaneous Basic Action against them). With a successful counter-attack, you knock the target to
A10	Destroy Guard
B10	[Unarmed 10]
A successful unarmed attack removes a Defensive action from the creature attacked.
D10	-[]
F10	-[]
A11	Die Hard
B11	[Must have fallen unconcious during a battle; CON 4]
+2 Conviction Mod
D11	[CHA 4]
+2 Conviction Mod; +2 Virility Mod.
F11	[Defied Death]
+2 Conviction Mod; +2 Virility Mod.; +1 mod to fate roll for defying death.
A12	Dirty Fighter
B12	[Unarmed 5]
During any attack you make that is blocked you may pay 5 Fortitude to trip the blocker and knock them prone.
D12	[Nimbleness 8]
During any attack you make that is blocked you may pay 5 Fortitude to trip the blocker and knock them prone. Or, During any attack you make that is blocked you may pay 8 Fortitude to kick dust into the blocker's eyes and blind them for
F12	[Nimbleness 10, Unarmed 15]
During any attack you make you may pay 5 Fortitude to trip the blocker and knock them prone. And/Or, During any attack you make you may pay 8 Fortitude to kick dust into the blocker's eyes and blind them for the remainder 
A13	Disarm
B13	[Manual Dexterity 3]
You can make a creature drop an object when you hit the object or the lower arm carrying it.
D13	[STR 3; Manual Dexterity 7]
You can make a creature drop an object when you hit the object or the lower arm carrying it. If able, you may pick up that object with a successful Free No Effort Spontaneous Manual Dexterity Skill Check.
F13	[DEX 5; Manual Dexterity 11]
You can make a creature drop an object when you hit it or the lower arm carrying it. If able, you may grab the dropped object as a Free No Effort Spontaneous Manual Dexterity Skill Check; afterwards, you may take a Free S
A14	Double Tap... No, Triple Tap... Just Keep Shooting!
B14	[Firearms 5]
Using only one basic action, you may attack a target with a firearm until the weapon needs reloading or you miss an attack. The DR to hit is increased by one for every shot after the first.
D14	[Firearms 11]
Using only one basic action, you may attack up to 2 targets with a firearm until the weapon needs reloading or you miss an attack. The DR to hit is increased by one for every two shots after the first.
F14	[Firearms 16]
Using only one basic action, you may attack up to 4 targets with a firearm until the weapon needs reloading or you miss an attack. The DR to hit is increased by one for every three shots after the first.
A15	Dual Wield
B15	[None]
You may dual wield one-handed weapons that are Trivial weight or less; You may use one Basic Action to attack with both weapons using one skill check. The DR for the target is increased by 3.
D15	[STR 4]
You may dual wield one-handed weapons that are Light weight or less; You may use one Basic Action to attack with both weapons using one skill check. You may attack a single target or two different targets. The DR for targets are increased by 
F15	[STR 5; DEX 4]
