### SHEET: Main
B2	Name
WIS
E102	2
F102	3
G102	3
H102	None
K102	No Skill
M102	0
O102	NO
B104	Attunement
C104	None
E104	Catalyst
I104	Counter DR
K104	Cast Check
O104	Can Train
B105	Domains of Magic
B106	Alteration
C106	0.0
D106	+
E106	None
I106	No Skill
K106	No Skill
O106	NO
B107	Fortune
C107	0.0
D107	+
E107	None
I107	No Skill
K107	No Skill
O107	NO
Q107	Available Mana
B108	Enchantment
C108	0.0
D108	+
E108	None
I108	No Skill
K108	No Skill
O108	NO
Q108	Container
R108	Mana
B109	Divination
C109	0.0
D109	N
E109	None
I109	No Skill
K109	No Skill
O109	NO
Q109	Body
B110	Dissolution
C110	0.0
D110	N
E110	None
I110	No Skill
K110	No Skill
O110	NO
B111	Restoration
C111	0.0
D111	N
E111	None
I111	No Skill
K111	No Skill
O111	NO
B112	Illusion
C112	0.0
D112	N
E112	None
I112	No Skill
K112	No Skill
O112	NO
B113	Abjuration
C113	0.0
D113	-
E113	None
I113	No Skill
K113	No Skill
O113	NO
B114	Force
C114	0.0
D114	-
E114	None
I114	No Skill
K114	No Skill
O114	NO
B115	Conjuration
C115	0.0
D115	-
E115	None
I115	No Skill
K115	No Skill
O115	NO
### SHEET: Inventory
C2	Inventory
O2	Exploits
B5	Sort
C5	Name
D5	Class
E5	Range
F5	P/B/S : F/E/A
G5	Resists
H5	Grade
I5	Description & Mods
J5	Value
K5	Quantity/ Uses
L5	Weight
M5	In Bag
B6	1.0
C6	Wealth
D6	Wealth
I6	Federation bits
J6	1.0
K6	100000.0
L6	0.0
M6	True
O6	Know Thy Mark
B7	2.0
C7	Jude's EM Revolver
D7	Firearm
E7	60ft
F7	19/20/0 : 0/0/0
G7	27 Hard
H7	Mythical
I7	Electric Magnet revolver, 8 Chambers; Unbreakable, Unblockable; 3 Support Actions to fully reload (1 per 3 chambers)
K7	1.0
L7	4.4
B8	3.0
C8	Jude's  Special EM Plasma Round
D8	Other
E8	10ft
F8	0/45/0 : 40/5/0
G8	2 Hard
H8	Mythical
I8	Specialized rounds created by Nicholas Miles; Extremely volatile and will explode if thrown.
K8	32.0
L8	0.02
M8	True
O8	Marked for Death
B9	4.0
C9	EMP Grenade
D9	Throwing Weapon
E9	25ft
F9	0/0/0 : 0/10/0
G9	10 Hard
H9	Superior
I9	20ft radius explosion (3x3); Temporarily disables electric equipment for 1d4 minutes
K9	5.0
L9	1.5
M9	True
B10	5.0
C10	Ultrasonic Wrist Blade
D10	Knife
E10	Melee & Grapple
F10	0/0/25 : 0/0/0
13/0/0 : 0/0/0
G10	30 Hard
H10	Noble
I10	Doesn't require a free hand to use; can be used in grapple
K10	1.0
L10	1.0
O10	Letting Off Steam
P10	Level II
Q10	Successful intimidation skill checks reduce your strain by the score of the skill check -5 & whenever you do a skill check from Martial Arts category and it’s successful, half your current strain.
B11	6.0
C11	Spade of Death Cyborg Arm
D11	Other
E11	Melee
G11	26 Hard
H11	Mythical
I11	Left upper and lower arm, Unarmed Mod: +4, STR +1, STR Save Mod +1
K11	1.0
L11	20.0
B12	7.0
C12	Jude's Hat
D12	Clothing
G12	7 Soft
H12	Mythical
I12	Graphene Cloth, Head, +2 mod to Intimidation
K12	1.0
L12	0.22
O12	Emotional Scars (Unstable)
P12	Level II
Q12	The horrors of your past are hard to let go, and you find it difficult to relieve strain through rest or meditation.  Strain reduction from rest or meditation is halved & Whatever happend to you left so much damage that when vulnerable you can't help
B13	8.0
C13	Jude's Duster Coat
D13	Clothing
G13	14 Soft
H13	Mythical
I13	Graphene Cloth, Everything but lower legs, head & lower arms
K13	1.0
L13	1.0
B14	9.0
C14	Jude's Vest
D14	Light Armor
G14	24 Soft, Fire
H14	Noble
I14	Aramid, Torso
K14	1.0
L14	1.0
O14	My Heart is Taken by Tara
Q14	Strain does not reduce from sex unless it is with the person who has taken your heart. If you are away from this person for more than a month then you'll receive 2 stress every day until you see them again. If they die, replace this exploit with the 
B15	10.0
C15	Jude's Boots
D15	Clothing
G15	6 Soft, Fire
H15	Noble
I15	Strong Leather, Lower Legs
K15	2.0
L15	2.0
B16	11.0
C16	Jude's Gun belt
D16	Other
G16	14 Soft
H16	Noble
I16	Reduces reload action by 1; Holds 32 rounds
K16	1.0
L16	0.25
O16	Despised by The Four
P16	Level III
Q16	You can't use social skills against this person or group and they will most certainly attack you on sight.
B17	12.0
C17	PFG (Pressurized Field Generator)
D17	Other
G17	18 Hard
H17	Superior
I17	Can survive in harsh environments like space or underwater for up to 5 minutes
K17	1.0
L17	0.2
B18	13.0
C18	ADS (Arc Deflector Shield)
D18	Great Shield
G18	100 Hard, Fire, Electricity, Acid
H18	Superior
I18	3 Block Stacks; Doesn't require a free hand to use; Unbreakable; When used, any space within 5 feet of you is the shield for the rest of the round, You can move the space but it removes a block stack
K18	1.0
L18	0.01
O18	Combat Prowess
P18	Level III
Q18	+1 APT, +2 DEX Save Mod, & You may attack in the middle of a movement action. The offensive actions must have a greater than or equal effort to the movemen action.
B19	14.0
C19	Anti-Gravity Tether Gloves
D19	Light Armor
G19	18 Hard
H19	Superior
I19	Can grapple an object up to 195 feet away;  The objects weight is reduced by 40 and is slowly pulled towards the user if this reduces its weight to 0. If it isn't reduced to 0 then it works like attaching a rope to the object and the user.
K19	2.0
L19	1.0
B20	15.0
C20	Nicholas's Repulsor Bracers
D20	Other
G20	20 Hard
H20	Noble
I20	Can propel the user into the air 10 feet or push medium sized objects or smaller 5 feet away; can only be used once every 3 seconds (two times a combat round)
K20	2.0
L20	0.3
O20	Combat Endurance
P20	Level III
Q20	+2 CON Save Mod, +10 to Focus Mod, +5 to Regen Mod
B21	16.0
B22	17.0
O22	Double Tap... No, Triple Tap... Just Keep Shooting!
P22	Level III
Q22	You may attack up to 4 targets with a firearm as many times as you want or until the weapon needs reloading. The focus for the attack is split among each shot (max focus is still 5) The DR to hit is increased by one for every additional shot after th
B23	18.0
B24	19.0
O24	Quick Loading
P24	Level II
Q24	You may reload a weapon using 2 less actions than it normally takes.
B25	20.0
B26	21.0
O26	Manufactured Body (3)
Q26	All of your attributes become (X) Where X is equal to 1d4. You can’t receive any attributes from roots, branches, or blossoms. Attributes can still be changed by life events when creating the character.
B27	22.0
B28	23.0
B29	24.0
B30	25.0
B31	26.0
B32	27.0
B33	28.0
B34	29.0
B35	30.0
B36	31.0
B37	32.0
B38	33.0
B39	34.0
K40	Total Weight
L40	42.82
K41	Total Value
L41	100000
K42	Bag Weight
L42	8.14
C43	Spells & Extraordinary Abilities
B44	Sort
C44	Name
D44	Domains
E44	DR
F44	Casting Speed
G44	Targets
H44	Range
I44	Description
J44	Spell Strength
K44	Duration
L44	C/D
B45	1.0
B46	2.0
B47	3.0
B48	4.0
B49	5.0
B50	6.0
B51	7.0
B52	8.0
B53	9.0
B54	10.0
B55	11.0
B56	12.0
B57	13.0
B58	14.0
B59	15.0
B60	16.0
B61	17.0
B62	18.0
B63	19.0
B64	20.0
B65	21.0
B66	22.0
B67	23.0
B68	24.0
B69	25.0
B70	26.0
B71	27.0
B72	28.0
B73	29.0
C74	Crafting and Spellweaving
C75	Name
D75	Domains
E75	DR
F75	Casting Speed
G75	Targets
H75	Range
I75	Description
J75	Time/Karma Remaining
K75	Duration
L75	C/D
C78	Roots, Branches, Blossoms, and Life Events
C80	Branches
G80	Life Events
J80	Blossoms
B81	Root
C81	Adopted into Crime
G81	Found Soulmate
C82	Organized Crime (Soldier)
G82	Lost your Father
C83	Organized Crime (Enforcer)
G83	Lost your Mother
C84	Organized Crime (Hitman)
C85	Quest for Revenge
C86	Runaway
F87	Notes
